,date,prov_x,deaths,cases,lats,lons,mes
1159,2020-08-05,Entre Ríos,133.0,3.0,-32.0588735436448,-59.2014475514635,08
963,2020-08-05,Córdoba,130.0,3.0,-32.142932663607,-63.8017532741662,08
1663,2020-08-05,Mendoza,90.0,3.0,-34.6298873058957,-68.58312281837979,08
2064,2020-08-05,Río Negro,208.0,2.0,-40.4057957178801,-67.229329893694,08
1664,2020-08-06,Mendoza,85.0,2.0,-34.6298873058957,-68.58312281837979,08
640,2020-08-06,Chaco,83.0,4.0,-26.3864309061226,-60.76583074386029,08
2065,2020-08-06,Río Negro,207.0,2.0,-40.4057957178801,-67.229329893694,08
2203,2020-08-06,Salta,53.0,2.0,-24.2991344492002,-64.8144629600627,08
2619,2020-08-06,Santa Fe,139.0,4.0,-30.7069271588117,-60.9498369430241,08
1502,2020-08-06,La Rioja,16.0,1.0,-29.685776298315,-67.18173596944321,08
964,2020-08-06,Córdoba,133.0,7.0,-32.142932663607,-63.8017532741662,08
401,2020-08-06,CABA,2261.0,66.0,-34.6144934119689,-58.4458563545429,08
141,2020-08-06,Buenos Aires,5647.0,172.0,-36.6769415180527,-60.55883198157189,08
1894,2020-08-06,Neuquén,91.0,1.0,-38.641757582459896,-70.1185705180601,08
1305,2020-08-06,Jujuy,47.0,5.0,-23.3200784211351,-65.7642522180337,08
2472,2020-08-07,Santa Cruz,63.0,1.0,-48.8154851827063,-69.95576216719729,08
142,2020-08-07,Buenos Aires,6121.0,164.0,-36.6769415180527,-60.55883198157189,08
402,2020-08-07,CABA,2272.0,56.0,-34.6144934119689,-58.4458563545429,08
2835,2020-08-07,Tierra del Fuego,91.0,2.0,-82.52151781220999,-50.7427486049785,08
641,2020-08-07,Chaco,87.0,1.0,-26.3864309061226,-60.76583074386029,08
1665,2020-08-07,Mendoza,112.0,2.0,-34.6298873058957,-68.58312281837979,08
965,2020-08-07,Córdoba,137.0,1.0,-32.142932663607,-63.8017532741662,08
1503,2020-08-07,La Rioja,25.0,2.0,-29.685776298315,-67.18173596944321,08
2204,2020-08-07,Salta,59.0,1.0,-24.2991344492002,-64.8144629600627,08
1306,2020-08-07,Jujuy,102.0,4.0,-23.3200784211351,-65.7642522180337,08
2066,2020-08-08,Río Negro,227.0,7.0,-40.4057957178801,-67.229329893694,08
1666,2020-08-08,Mendoza,101.0,3.0,-34.6298873058957,-68.58312281837979,08
143,2020-08-08,Buenos Aires,6077.0,165.0,-36.6769415180527,-60.55883198157189,08
966,2020-08-08,Córdoba,116.0,2.0,-32.142932663607,-63.8017532741662,08
1822,2020-08-08,Misiones,3.0,1.0,-26.8753965086829,-54.6516966230371,08
403,2020-08-08,CABA,2143.0,44.0,-34.6144934119689,-58.4458563545429,08
642,2020-08-08,Chaco,68.0,1.0,-26.3864309061226,-60.76583074386029,08
1307,2020-08-08,Jujuy,72.0,6.0,-23.3200784211351,-65.7642522180337,08
144,2020-08-09,Buenos Aires,5605.0,149.0,-36.6769415180527,-60.55883198157189,08
404,2020-08-09,CABA,2058.0,67.0,-34.6144934119689,-58.4458563545429,08
1308,2020-08-09,Jujuy,57.0,7.0,-23.3200784211351,-65.7642522180337,08
2836,2020-08-09,Tierra del Fuego,92.0,1.0,-82.52151781220999,-50.7427486049785,08
2620,2020-08-09,Santa Fe,133.0,1.0,-30.7069271588117,-60.9498369430241,08
2067,2020-08-09,Río Negro,157.0,4.0,-40.4057957178801,-67.229329893694,08
1667,2020-08-09,Mendoza,91.0,4.0,-34.6298873058957,-68.58312281837979,08
967,2020-08-09,Córdoba,154.0,4.0,-32.142932663607,-63.8017532741662,08
643,2020-08-09,Chaco,56.0,2.0,-26.3864309061226,-60.76583074386029,08
2205,2020-08-10,Salta,111.0,1.0,-24.2991344492002,-64.8144629600627,08
2621,2020-08-10,Santa Fe,208.0,3.0,-30.7069271588117,-60.9498369430241,08
1160,2020-08-10,Entre Ríos,192.0,2.0,-32.0588735436448,-59.2014475514635,08
1823,2020-08-10,Misiones,5.0,1.0,-26.8753965086829,-54.6516966230371,08
968,2020-08-10,Córdoba,176.0,2.0,-32.142932663607,-63.8017532741662,08
145,2020-08-10,Buenos Aires,8135.0,174.0,-36.6769415180527,-60.55883198157189,08
1668,2020-08-10,Mendoza,123.0,5.0,-34.6298873058957,-68.58312281837979,08
405,2020-08-10,CABA,2656.0,60.0,-34.6144934119689,-58.4458563545429,08
1309,2020-08-10,Jujuy,160.0,5.0,-23.3200784211351,-65.7642522180337,08
2068,2020-08-10,Río Negro,214.0,5.0,-40.4057957178801,-67.229329893694,08
1504,2020-08-10,La Rioja,33.0,2.0,-29.685776298315,-67.18173596944321,08
2837,2020-08-10,Tierra del Fuego,125.0,1.0,-82.52151781220999,-50.7427486049785,08
1895,2020-08-10,Neuquén,133.0,1.0,-38.641757582459896,-70.1185705180601,08
644,2020-08-10,Chaco,105.0,3.0,-26.3864309061226,-60.76583074386029,08
1310,2020-08-11,Jujuy,90.0,5.0,-23.3200784211351,-65.7642522180337,08
2622,2020-08-11,Santa Fe,177.0,3.0,-30.7069271588117,-60.9498369430241,08
406,2020-08-11,CABA,2272.0,56.0,-34.6144934119689,-58.4458563545429,08
1161,2020-08-11,Entre Ríos,143.0,1.0,-32.0588735436448,-59.2014475514635,08
1669,2020-08-11,Mendoza,97.0,5.0,-34.6298873058957,-68.58312281837979,08
2069,2020-08-11,Río Negro,166.0,3.0,-40.4057957178801,-67.229329893694,08
645,2020-08-11,Chaco,61.0,2.0,-26.3864309061226,-60.76583074386029,08
2838,2020-08-11,Tierra del Fuego,91.0,2.0,-82.52151781220999,-50.7427486049785,08
146,2020-08-11,Buenos Aires,5557.0,133.0,-36.6769415180527,-60.55883198157189,08
2946,2020-08-11,Tucumán,70.0,2.0,-26.947800183078602,-65.3647579441481,08
769,2020-08-11,Chubut,32.0,1.0,-43.7886233529878,-68.52675939433449,08
1824,2020-08-11,Misiones,6.0,1.0,-26.8753965086829,-54.6516966230371,08
969,2020-08-11,Córdoba,155.0,3.0,-32.142932663607,-63.8017532741662,08
1505,2020-08-12,La Rioja,13.0,2.0,-29.685776298315,-67.18173596944321,08
646,2020-08-12,Chaco,88.0,5.0,-26.3864309061226,-60.76583074386029,08
147,2020-08-12,Buenos Aires,5526.0,156.0,-36.6769415180527,-60.55883198157189,08
2070,2020-08-12,Río Negro,176.0,3.0,-40.4057957178801,-67.229329893694,08
1311,2020-08-12,Jujuy,107.0,2.0,-23.3200784211351,-65.7642522180337,08
970,2020-08-12,Córdoba,127.0,1.0,-32.142932663607,-63.8017532741662,08
2623,2020-08-12,Santa Fe,183.0,6.0,-30.7069271588117,-60.9498369430241,08
2206,2020-08-12,Salta,87.0,2.0,-24.2991344492002,-64.8144629600627,08
1670,2020-08-12,Mendoza,93.0,4.0,-34.6298873058957,-68.58312281837979,08
2473,2020-08-12,Santa Cruz,81.0,1.0,-48.8154851827063,-69.95576216719729,08
1162,2020-08-12,Entre Ríos,180.0,2.0,-32.0588735436448,-59.2014475514635,08
407,2020-08-12,CABA,2429.0,74.0,-34.6144934119689,-58.4458563545429,08
408,2020-08-13,CABA,2271.0,66.0,-34.6144934119689,-58.4458563545429,08
2839,2020-08-13,Tierra del Fuego,77.0,2.0,-82.52151781220999,-50.7427486049785,08
2624,2020-08-13,Santa Fe,191.0,1.0,-30.7069271588117,-60.9498369430241,08
1671,2020-08-13,Mendoza,93.0,5.0,-34.6298873058957,-68.58312281837979,08
647,2020-08-13,Chaco,86.0,4.0,-26.3864309061226,-60.76583074386029,08
1163,2020-08-13,Entre Ríos,186.0,2.0,-32.0588735436448,-59.2014475514635,08
2207,2020-08-13,Salta,91.0,1.0,-24.2991344492002,-64.8144629600627,08
148,2020-08-13,Buenos Aires,5127.0,162.0,-36.6769415180527,-60.55883198157189,08
1896,2020-08-13,Neuquén,107.0,1.0,-38.641757582459896,-70.1185705180601,08
1312,2020-08-13,Jujuy,84.0,12.0,-23.3200784211351,-65.7642522180337,08
2071,2020-08-13,Río Negro,148.0,3.0,-40.4057957178801,-67.229329893694,08
409,2020-08-14,CABA,2265.0,70.0,-34.6144934119689,-58.4458563545429,08
2947,2020-08-14,Tucumán,76.0,2.0,-26.947800183078602,-65.3647579441481,08
648,2020-08-14,Chaco,60.0,6.0,-26.3864309061226,-60.76583074386029,08
1164,2020-08-14,Entre Ríos,192.0,3.0,-32.0588735436448,-59.2014475514635,08
149,2020-08-14,Buenos Aires,5406.0,160.0,-36.6769415180527,-60.55883198157189,08
1672,2020-08-14,Mendoza,118.0,7.0,-34.6298873058957,-68.58312281837979,08
2840,2020-08-14,Tierra del Fuego,67.0,3.0,-82.52151781220999,-50.7427486049785,08
1313,2020-08-14,Jujuy,124.0,7.0,-23.3200784211351,-65.7642522180337,08
2208,2020-08-14,Salta,125.0,5.0,-24.2991344492002,-64.8144629600627,08
2625,2020-08-15,Santa Fe,224.0,2.0,-30.7069271588117,-60.9498369430241,08
150,2020-08-15,Buenos Aires,5756.0,144.0,-36.6769415180527,-60.55883198157189,08
1506,2020-08-15,La Rioja,37.0,2.0,-29.685776298315,-67.18173596944321,08
410,2020-08-15,CABA,1956.0,64.0,-34.6144934119689,-58.4458563545429,08
649,2020-08-15,Chaco,94.0,2.0,-26.3864309061226,-60.76583074386029,08
1165,2020-08-15,Entre Ríos,211.0,2.0,-32.0588735436448,-59.2014475514635,08
971,2020-08-15,Córdoba,163.0,5.0,-32.142932663607,-63.8017532741662,08
2209,2020-08-15,Salta,110.0,3.0,-24.2991344492002,-64.8144629600627,08
1673,2020-08-15,Mendoza,117.0,4.0,-34.6298873058957,-68.58312281837979,08
2072,2020-08-15,Río Negro,164.0,6.0,-40.4057957178801,-67.229329893694,08
2474,2020-08-15,Santa Cruz,72.0,2.0,-48.8154851827063,-69.95576216719729,08
1314,2020-08-15,Jujuy,96.0,6.0,-23.3200784211351,-65.7642522180337,08
2841,2020-08-15,Tierra del Fuego,67.0,2.0,-82.52151781220999,-50.7427486049785,08
411,2020-08-16,CABA,2093.0,64.0,-34.6144934119689,-58.4458563545429,08
972,2020-08-16,Córdoba,134.0,2.0,-32.142932663607,-63.8017532741662,08
151,2020-08-16,Buenos Aires,5311.0,151.0,-36.6769415180527,-60.55883198157189,08
1897,2020-08-16,Neuquén,96.0,2.0,-38.641757582459896,-70.1185705180601,08
1166,2020-08-16,Entre Ríos,202.0,3.0,-32.0588735436448,-59.2014475514635,08
650,2020-08-16,Chaco,94.0,3.0,-26.3864309061226,-60.76583074386029,08
2842,2020-08-16,Tierra del Fuego,63.0,2.0,-82.52151781220999,-50.7427486049785,08
2210,2020-08-16,Salta,99.0,6.0,-24.2991344492002,-64.8144629600627,08
1674,2020-08-16,Mendoza,138.0,2.0,-34.6298873058957,-68.58312281837979,08
1420,2020-08-16,La Pampa,28.0,1.0,-37.1315537735949,-65.4466546606951,08
2073,2020-08-16,Río Negro,195.0,2.0,-40.4057957178801,-67.229329893694,08
1315,2020-08-16,Jujuy,110.0,9.0,-23.3200784211351,-65.7642522180337,08
2626,2020-08-16,Santa Fe,235.0,5.0,-30.7069271588117,-60.9498369430241,08
1898,2020-08-17,Neuquén,134.0,1.0,-38.641757582459896,-70.1185705180601,08
412,2020-08-17,CABA,2561.0,64.0,-34.6144934119689,-58.4458563545429,08
1167,2020-08-17,Entre Ríos,211.0,1.0,-32.0588735436448,-59.2014475514635,08
2211,2020-08-17,Salta,158.0,3.0,-24.2991344492002,-64.8144629600627,08
152,2020-08-17,Buenos Aires,6298.0,175.0,-36.6769415180527,-60.55883198157189,08
2074,2020-08-17,Río Negro,201.0,1.0,-40.4057957178801,-67.229329893694,08
2627,2020-08-17,Santa Fe,276.0,2.0,-30.7069271588117,-60.9498369430241,08
1316,2020-08-17,Jujuy,112.0,10.0,-23.3200784211351,-65.7642522180337,08
651,2020-08-17,Chaco,97.0,2.0,-26.3864309061226,-60.76583074386029,08
973,2020-08-17,Córdoba,142.0,3.0,-32.142932663607,-63.8017532741662,08
1675,2020-08-17,Mendoza,139.0,13.0,-34.6298873058957,-68.58312281837979,08
2475,2020-08-17,Santa Cruz,104.0,1.0,-48.8154851827063,-69.95576216719729,08
1507,2020-08-17,La Rioja,37.0,3.0,-29.685776298315,-67.18173596944321,08
1421,2020-08-17,La Pampa,38.0,1.0,-37.1315537735949,-65.4466546606951,08
652,2020-08-18,Chaco,91.0,2.0,-26.3864309061226,-60.76583074386029,08
2212,2020-08-18,Salta,168.0,3.0,-24.2991344492002,-64.8144629600627,08
1899,2020-08-18,Neuquén,139.0,2.0,-38.641757582459896,-70.1185705180601,08
2476,2020-08-18,Santa Cruz,101.0,1.0,-48.8154851827063,-69.95576216719729,08
2843,2020-08-18,Tierra del Fuego,92.0,1.0,-82.52151781220999,-50.7427486049785,08
770,2020-08-18,Chubut,80.0,1.0,-43.7886233529878,-68.52675939433449,08
1676,2020-08-18,Mendoza,178.0,5.0,-34.6298873058957,-68.58312281837979,08
1317,2020-08-18,Jujuy,117.0,14.0,-23.3200784211351,-65.7642522180337,08
1168,2020-08-18,Entre Ríos,239.0,2.0,-32.0588735436448,-59.2014475514635,08
153,2020-08-18,Buenos Aires,6809.0,190.0,-36.6769415180527,-60.55883198157189,08
1508,2020-08-18,La Rioja,59.0,3.0,-29.685776298315,-67.18173596944321,08
2628,2020-08-18,Santa Fe,346.0,5.0,-30.7069271588117,-60.9498369430241,08
413,2020-08-18,CABA,2433.0,62.0,-34.6144934119689,-58.4458563545429,08
974,2020-08-18,Córdoba,147.0,4.0,-32.142932663607,-63.8017532741662,08
2948,2020-08-18,Tucumán,141.0,1.0,-26.947800183078602,-65.3647579441481,08
2075,2020-08-18,Río Negro,216.0,3.0,-40.4057957178801,-67.229329893694,08
1825,2020-08-18,Misiones,9.0,1.0,-26.8753965086829,-54.6516966230371,08
1900,2020-08-19,Neuquén,141.0,2.0,-38.641757582459896,-70.1185705180601,08
2076,2020-08-19,Río Negro,197.0,6.0,-40.4057957178801,-67.229329893694,08
1509,2020-08-19,La Rioja,41.0,1.0,-29.685776298315,-67.18173596944321,08
653,2020-08-19,Chaco,52.0,3.0,-26.3864309061226,-60.76583074386029,08
975,2020-08-19,Córdoba,149.0,4.0,-32.142932663607,-63.8017532741662,08
2629,2020-08-19,Santa Fe,344.0,5.0,-30.7069271588117,-60.9498369430241,08
2213,2020-08-19,Salta,110.0,3.0,-24.2991344492002,-64.8144629600627,08
1677,2020-08-19,Mendoza,161.0,4.0,-34.6298873058957,-68.58312281837979,08
414,2020-08-19,CABA,2210.0,63.0,-34.6144934119689,-58.4458563545429,08
1318,2020-08-19,Jujuy,73.0,8.0,-23.3200784211351,-65.7642522180337,08
154,2020-08-19,Buenos Aires,5648.0,180.0,-36.6769415180527,-60.55883198157189,08
2949,2020-08-20,Tucumán,170.0,3.0,-26.947800183078602,-65.3647579441481,08
1169,2020-08-20,Entre Ríos,324.0,4.0,-32.0588735436448,-59.2014475514635,08
2844,2020-08-20,Tierra del Fuego,76.0,1.0,-82.52151781220999,-50.7427486049785,08
1901,2020-08-20,Neuquén,188.0,2.0,-38.641757582459896,-70.1185705180601,08
2214,2020-08-20,Salta,188.0,5.0,-24.2991344492002,-64.8144629600627,08
155,2020-08-20,Buenos Aires,7643.0,156.0,-36.6769415180527,-60.55883198157189,08
976,2020-08-20,Córdoba,190.0,2.0,-32.142932663607,-63.8017532741662,08
771,2020-08-20,Chubut,93.0,1.0,-43.7886233529878,-68.52675939433449,08
1319,2020-08-20,Jujuy,119.0,8.0,-23.3200784211351,-65.7642522180337,08
1678,2020-08-20,Mendoza,211.0,8.0,-34.6298873058957,-68.58312281837979,08
2477,2020-08-20,Santa Cruz,113.0,2.0,-48.8154851827063,-69.95576216719729,08
2077,2020-08-20,Río Negro,224.0,2.0,-40.4057957178801,-67.229329893694,08
2630,2020-08-20,Santa Fe,406.0,5.0,-30.7069271588117,-60.9498369430241,08
654,2020-08-20,Chaco,72.0,2.0,-26.3864309061226,-60.76583074386029,08
415,2020-08-20,CABA,2477.0,47.0,-34.6144934119689,-58.4458563545429,08
2478,2020-08-21,Santa Cruz,80.0,1.0,-48.8154851827063,-69.95576216719729,08
655,2020-08-21,Chaco,56.0,1.0,-26.3864309061226,-60.76583074386029,08
977,2020-08-21,Córdoba,145.0,4.0,-32.142932663607,-63.8017532741662,08
2078,2020-08-21,Río Negro,232.0,1.0,-40.4057957178801,-67.229329893694,08
1320,2020-08-21,Jujuy,102.0,8.0,-23.3200784211351,-65.7642522180337,08
1170,2020-08-21,Entre Ríos,297.0,1.0,-32.0588735436448,-59.2014475514635,08
1679,2020-08-21,Mendoza,182.0,7.0,-34.6298873058957,-68.58312281837979,08
416,2020-08-21,CABA,2341.0,49.0,-34.6144934119689,-58.4458563545429,08
156,2020-08-21,Buenos Aires,6082.0,174.0,-36.6769415180527,-60.55883198157189,08
1510,2020-08-21,La Rioja,14.0,1.0,-29.685776298315,-67.18173596944321,08
2631,2020-08-21,Santa Fe,356.0,6.0,-30.7069271588117,-60.9498369430241,08
2215,2020-08-21,Salta,123.0,5.0,-24.2991344492002,-64.8144629600627,08
656,2020-08-22,Chaco,64.0,5.0,-26.3864309061226,-60.76583074386029,08
2950,2020-08-22,Tucumán,146.0,2.0,-26.947800183078602,-65.3647579441481,08
2845,2020-08-22,Tierra del Fuego,44.0,1.0,-82.52151781220999,-50.7427486049785,08
1511,2020-08-22,La Rioja,14.0,4.0,-29.685776298315,-67.18173596944321,08
978,2020-08-22,Córdoba,204.0,3.0,-32.142932663607,-63.8017532741662,08
1171,2020-08-22,Entre Ríos,313.0,2.0,-32.0588735436448,-59.2014475514635,08
1826,2020-08-22,Misiones,6.0,1.0,-26.8753965086829,-54.6516966230371,08
157,2020-08-22,Buenos Aires,6099.0,170.0,-36.6769415180527,-60.55883198157189,08
2079,2020-08-22,Río Negro,224.0,4.0,-40.4057957178801,-67.229329893694,08
1902,2020-08-22,Neuquén,177.0,2.0,-38.641757582459896,-70.1185705180601,08
1321,2020-08-22,Jujuy,92.0,12.0,-23.3200784211351,-65.7642522180337,08
417,2020-08-22,CABA,2149.0,57.0,-34.6144934119689,-58.4458563545429,08
2216,2020-08-22,Salta,119.0,7.0,-24.2991344492002,-64.8144629600627,08
1680,2020-08-22,Mendoza,175.0,5.0,-34.6298873058957,-68.58312281837979,08
2632,2020-08-22,Santa Fe,439.0,5.0,-30.7069271588117,-60.9498369430241,08
1322,2020-08-23,Jujuy,105.0,6.0,-23.3200784211351,-65.7642522180337,08
657,2020-08-23,Chaco,86.0,3.0,-26.3864309061226,-60.76583074386029,08
2739,2020-08-23,Santiago del Estero,51.0,2.0,-27.7824116550944,-63.252386656858796,08
1681,2020-08-23,Mendoza,191.0,8.0,-34.6298873058957,-68.58312281837979,08
1512,2020-08-23,La Rioja,11.0,4.0,-29.685776298315,-67.18173596944321,08
979,2020-08-23,Córdoba,161.0,6.0,-32.142932663607,-63.8017532741662,08
2313,2020-08-23,San Juan,28.0,2.0,-30.8653679979618,-68.8894908486844,08
418,2020-08-23,CABA,2356.0,56.0,-34.6144934119689,-58.4458563545429,08
1827,2020-08-23,Misiones,7.0,1.0,-26.8753965086829,-54.6516966230371,08
2633,2020-08-23,Santa Fe,443.0,8.0,-30.7069271588117,-60.9498369430241,08
158,2020-08-23,Buenos Aires,6330.0,145.0,-36.6769415180527,-60.55883198157189,08
2217,2020-08-23,Salta,180.0,8.0,-24.2991344492002,-64.8144629600627,08
2080,2020-08-23,Río Negro,284.0,5.0,-40.4057957178801,-67.229329893694,08
2846,2020-08-24,Tierra del Fuego,62.0,1.0,-82.52151781220999,-50.7427486049785,08
980,2020-08-24,Córdoba,209.0,4.0,-32.142932663607,-63.8017532741662,08
2218,2020-08-24,Salta,209.0,5.0,-24.2991344492002,-64.8144629600627,08
2951,2020-08-24,Tucumán,254.0,1.0,-26.947800183078602,-65.3647579441481,08
1172,2020-08-24,Entre Ríos,375.0,4.0,-32.0588735436448,-59.2014475514635,08
419,2020-08-24,CABA,2782.0,62.0,-34.6144934119689,-58.4458563545429,08
2634,2020-08-24,Santa Fe,576.0,7.0,-30.7069271588117,-60.9498369430241,08
159,2020-08-24,Buenos Aires,7809.0,209.0,-36.6769415180527,-60.55883198157189,08
2479,2020-08-24,Santa Cruz,132.0,1.0,-48.8154851827063,-69.95576216719729,08
1682,2020-08-24,Mendoza,276.0,10.0,-34.6298873058957,-68.58312281837979,08
1903,2020-08-24,Neuquén,191.0,1.0,-38.641757582459896,-70.1185705180601,08
658,2020-08-24,Chaco,97.0,7.0,-26.3864309061226,-60.76583074386029,08
1323,2020-08-24,Jujuy,126.0,9.0,-23.3200784211351,-65.7642522180337,08
1828,2020-08-24,Misiones,13.0,3.0,-26.8753965086829,-54.6516966230371,08
1513,2020-08-24,La Rioja,5.0,4.0,-29.685776298315,-67.18173596944321,08
2740,2020-08-24,Santiago del Estero,72.0,2.0,-27.7824116550944,-63.252386656858796,08
2081,2020-08-24,Río Negro,287.0,9.0,-40.4057957178801,-67.229329893694,08
1422,2020-08-25,La Pampa,21.0,1.0,-37.1315537735949,-65.4466546606951,08
2952,2020-08-25,Tucumán,236.0,5.0,-26.947800183078602,-65.3647579441481,08
1324,2020-08-25,Jujuy,130.0,12.0,-23.3200784211351,-65.7642522180337,08
160,2020-08-25,Buenos Aires,7105.0,171.0,-36.6769415180527,-60.55883198157189,08
1514,2020-08-25,La Rioja,18.0,4.0,-29.685776298315,-67.18173596944321,08
2847,2020-08-25,Tierra del Fuego,70.0,2.0,-82.52151781220999,-50.7427486049785,08
2219,2020-08-25,Salta,227.0,8.0,-24.2991344492002,-64.8144629600627,08
420,2020-08-25,CABA,2572.0,60.0,-34.6144934119689,-58.4458563545429,08
1173,2020-08-25,Entre Ríos,332.0,3.0,-32.0588735436448,-59.2014475514635,08
981,2020-08-25,Córdoba,226.0,7.0,-32.142932663607,-63.8017532741662,08
2635,2020-08-25,Santa Fe,518.0,3.0,-30.7069271588117,-60.9498369430241,08
659,2020-08-25,Chaco,98.0,8.0,-26.3864309061226,-60.76583074386029,08
1904,2020-08-25,Neuquén,215.0,2.0,-38.641757582459896,-70.1185705180601,08
2480,2020-08-25,Santa Cruz,114.0,1.0,-48.8154851827063,-69.95576216719729,08
1683,2020-08-25,Mendoza,226.0,9.0,-34.6298873058957,-68.58312281837979,08
2082,2020-08-25,Río Negro,312.0,6.0,-40.4057957178801,-67.229329893694,08
1684,2020-08-26,Mendoza,224.0,7.0,-34.6298873058957,-68.58312281837979,08
421,2020-08-26,CABA,2410.0,60.0,-34.6144934119689,-58.4458563545429,08
161,2020-08-26,Buenos Aires,6586.0,146.0,-36.6769415180527,-60.55883198157189,08
2848,2020-08-26,Tierra del Fuego,64.0,1.0,-82.52151781220999,-50.7427486049785,08
1829,2020-08-26,Misiones,6.0,1.0,-26.8753965086829,-54.6516966230371,08
2220,2020-08-26,Salta,177.0,7.0,-24.2991344492002,-64.8144629600627,08
982,2020-08-26,Córdoba,202.0,1.0,-32.142932663607,-63.8017532741662,08
660,2020-08-26,Chaco,77.0,2.0,-26.3864309061226,-60.76583074386029,08
2636,2020-08-26,Santa Fe,518.0,5.0,-30.7069271588117,-60.9498369430241,08
2083,2020-08-26,Río Negro,263.0,6.0,-40.4057957178801,-67.229329893694,08
1515,2020-08-26,La Rioja,9.0,3.0,-29.685776298315,-67.18173596944321,08
2953,2020-08-26,Tucumán,302.0,2.0,-26.947800183078602,-65.3647579441481,08
1174,2020-08-26,Entre Ríos,286.0,3.0,-32.0588735436448,-59.2014475514635,08
1325,2020-08-26,Jujuy,118.0,18.0,-23.3200784211351,-65.7642522180337,08
2741,2020-08-26,Santiago del Estero,83.0,2.0,-27.7824116550944,-63.252386656858796,08
661,2020-08-27,Chaco,108.0,3.0,-26.3864309061226,-60.76583074386029,08
1685,2020-08-27,Mendoza,231.0,7.0,-34.6298873058957,-68.58312281837979,08
162,2020-08-27,Buenos Aires,6375.0,153.0,-36.6769415180527,-60.55883198157189,08
422,2020-08-27,CABA,2350.0,64.0,-34.6144934119689,-58.4458563545429,08
2742,2020-08-27,Santiago del Estero,50.0,1.0,-27.7824116550944,-63.252386656858796,08
2221,2020-08-27,Salta,201.0,8.0,-24.2991344492002,-64.8144629600627,08
2481,2020-08-27,Santa Cruz,87.0,1.0,-48.8154851827063,-69.95576216719729,08
1905,2020-08-27,Neuquén,205.0,6.0,-38.641757582459896,-70.1185705180601,08
2849,2020-08-27,Tierra del Fuego,66.0,2.0,-82.52151781220999,-50.7427486049785,08
1516,2020-08-27,La Rioja,7.0,2.0,-29.685776298315,-67.18173596944321,08
1326,2020-08-27,Jujuy,105.0,12.0,-23.3200784211351,-65.7642522180337,08
2954,2020-08-27,Tucumán,207.0,2.0,-26.947800183078602,-65.3647579441481,08
2637,2020-08-27,Santa Fe,511.0,7.0,-30.7069271588117,-60.9498369430241,08
2084,2020-08-27,Río Negro,281.0,5.0,-40.4057957178801,-67.229329893694,08
772,2020-08-27,Chubut,127.0,1.0,-43.7886233529878,-68.52675939433449,08
1175,2020-08-27,Entre Ríos,292.0,3.0,-32.0588735436448,-59.2014475514635,08
983,2020-08-27,Córdoba,204.0,5.0,-32.142932663607,-63.8017532741662,08
2314,2020-08-28,San Juan,32.0,1.0,-30.8653679979618,-68.8894908486844,08
2638,2020-08-28,Santa Fe,678.0,6.0,-30.7069271588117,-60.9498369430241,08
